title,abstract,url,classifications
Starfall: a heavy rain of stars in 'turning on' AGN,"As active galactic nuclei (AGN) 'turn on', some stars end up embedded in accretion discs around supermassive black holes (SMBHs) on retrograde orbits. Such stars experience strong headwinds, aerodynamic drag, ablation, and orbital evolution on short time-scales. The loss of orbital angular momentum in the first ~0.1 Myr of an AGN leads to a heavy rain of stars ('starfall') into the inner disc and on to the SMBH. A large AGN loss cone (θ<SUB>AGN, lc</SUB>) can result from binary scatterings in the inner disc and yield tidal disruption events (TDEs). Signatures of starfall include optical/UV flares that rise in luminosity over time, particularly in the inner disc. If the SMBH mass is $M_{\rm SMBH} rsim 10^{8}\, \mathrm{M}_{\odot }$, flares truncate abruptly and the star is swallowed. If $M_{\rm SMBH} 10^{8}\, \mathrm{M}_{\odot }$, and if the infalling orbit lies within θ<SUB>AGN, lc</SUB>, the flare is followed by a TDE that can be prograde or retrograde relative to the AGN inner disc. Retrograde AGN TDEs are overluminous and short-lived as in-plane ejecta collide with the inner disc and a lower AGN state follows. Prograde AGN TDEs add angular momentum to inner disc gas and so start off looking like regular TDEs but are followed by an AGN high state. Searches for such flare signatures test models of AGN 'turn on', SMBH mass, as well as disc properties and the embedded population.",https://ui.adsabs.harvard.edu/abs/2022MNRAS.514.4102M,[]
Observations of the very young Type Ia Supernova 2019np with early-excess emission,"Early-time radiative signals from Type Ia supernovae (SNe Ia) can provide important constraints on the explosion mechanism and the progenitor system. We present observations and analysis of SN 2019np, a nearby SN Ia discovered within 1-2 days after the explosion. Follow-up observations were conducted in optical, ultraviolet, and near-infrared bands, covering the phases from ~-16.7 d to ~+ 367.8 d relative to its B-band peak luminosity. The photometric and spectral evolutions of SN 2019np resemble the average behaviour of normal SNe Ia. The absolute B-band peak magnitude and the post-peak decline rate are M<SUB>max</SUB>(B) = -19.52 ± 0.47 mag and Δm<SUB>15</SUB>(B) = 1.04 ± 0.04 mag, respectively. No Hydrogen line has been detected in the nebular-phase spectra of SN 2019np. Assuming that the <SUP>56</SUP>Ni powering the light curve is centrally located, we find that the bolometric light curve of SN 2019np shows a flux excess up to 5.0 per cent in the early phase compared to the radiative diffusion model. Such an extra radiation perhaps suggests the presence of an additional energy source beyond the radioactive decay of central nickel. Comparing the observed colour evolution with that predicted by different models, such as interactions of SN ejecta with circumstellar matter (CSM)/companion star, a double-detonation explosion from a sub-Chandrasekhar mass white dwarf (WD) and surface <SUP>56</SUP>Ni mixing, we propose that the nickel mixing is more favoured for SN 2019np.",https://ui.adsabs.harvard.edu/abs/2022MNRAS.514.3541S,[]
Coordinated time variability of multi-phase ultra-fast outflows in J132216.25 + 052446.3,"We present a time variability analysis of broad absorption lines (BAL; spread over the velocity range of 5800-29 000 km s<SUP>-1</SUP>) seen in the spectrum of J132216.25 + 052446.3 (z<SUB>em</SUB> = 2.04806) at ten different epochs spanning over 19 yr. The strongest absorption component (BAL-A; spread over 5800-9900 km s<SUP>-1</SUP>) is made up of several narrow components having velocity separations close to C IV doublet splitting. The C IV, N V, and Si IV absorption from BAL-A show correlated optical depth variability without major changes in the velocity structure. A very broad and shallow absorption (BAL-C; spread over the velocity range 15 000-29 000 km s<SUP>-1</SUP>) emerged during our monitoring period coinciding with a dimming episode of J1322 + 0524. All the identified absorption lines show correlated variability with the equivalent widths increasing with decreasing flux. This together with the C IV emission line variability is consistent with ionization being the main driver of the correlated variability. The observed UV-continuum variations are weaker than what is required by the photoionization models. This together with a scatter in the C IV equivalent width at a given continuum flux can be understood if variations of the C IV ionizing photons are much larger than that of the UV continuum, the variations in the ionizing photon and UV fluxes are not correlated and/or the covering factor of the flow varies continuously. We suggest BAL-A is produced by a stable clumpy outflow located beyond the broad emission line region and BAL-C is a newly formed wind component located near the accretion disc and both respond to changes in the ionizing continuum.",https://ui.adsabs.harvard.edu/abs/2022MNRAS.514.1975A,[]
ASTRI Mini-Array core science at the Observatorio del Teide,"The ASTRI (Astrofisica con Specchi a Tecnologia Replicante Italiana) Project led by the Italian National Institute for Astrophysics (INAF) is developing and will deploy at the Observatorio del Teide a mini-array (ASTRI Mini-Array) composed of nine telescopes similar to the small-size dual-mirror Schwarzschild-Couder telescope (ASTRI-Horn) currently operating on the slopes of Mt. Etna in Sicily. The ASTRI Mini-Array will surpass the current Cherenkov telescope array differential sensitivity above a few tera-electronvolt (TeV), extending the energy band well above hundreds of TeV. This will allow us to explore a new window of the electromagnetic spectrum, by convolving the sensitivity performance with excellent angular and energy resolution figures. In this paper we describe the Core Science that we will address during the first four years of operation, providing examples of the breakthrough results that we will obtain when dealing with current open questions, such as the acceleration of cosmic rays, cosmology and fundamental physics and the new window, for the TeV energy band, of the time-domain astrophysics.",https://ui.adsabs.harvard.edu/abs/2022JHEAp..35....1V,[]
Machine learning applied to asteroid dynamics,"Machine learning (ML) is the branch of computer science that studies computer algorithms that can learn from data. It is mainly divided into supervised learning, where the computer is presented with examples of entries, and the goal is to learn a general rule that maps inputs to outputs, and unsupervised learning, where no label is provided to the learning algorithm, leaving it alone to find structures. Deep learning is a branch of machine learning based on numerous layers of artificial neural networks, which are computing systems inspired by the biological neural networks that constitute animal brains. In asteroid dynamics, machine learning methods have been recently used to identify members of asteroid families, small bodies images in astronomical fields, and to identify resonant arguments images of asteroids in three-body resonances, among other applications. Here, we will conduct a full review of available literature in the field and classify it in terms of metrics recently used by other authors to assess the state of the art of applications of machine learning in other astronomical subfields. For comparison, applications of machine learning to Solar System bodies, a larger area that includes imaging and spectrophotometry of small bodies, have already reached a state classified as progressing. Research communities and methodologies are more established, and the use of ML led to the discovery of new celestial objects or features, or new insights in the area. ML applied to asteroid dynamics, however, is still in the emerging phase, with smaller groups, methodologies still not well-established, and fewer papers producing discoveries or insights. Large observational surveys, like those conducted at the Zwicky Transient Facility or at the Vera C. Rubin Observatory, will produce in the next years very substantial datasets of orbital and physical properties for asteroids. Applications of ML for clustering, image identification, and anomaly detection, among others, are currently being developed and are expected of being of great help in the next few years.",https://ui.adsabs.harvard.edu/abs/2022CeMDA.134...36C,[]
"Magnetar Engines in Fast Blue Optical Transients and Their Connections with SLSNe, SNe Ic-BL, and lGRBs","We fit the multiband lightcurves of 40 fast blue optical transients (FBOTs) with the magnetar engine model. The mass of the FBOT ejecta, the initial spin period, and the polar magnetic field of the FBOT magnetars are respectively constrained to ${M}_{\mathrm{ej}}={0.11}_{-0.09}^{+0.22}\,{M}_{\odot }$ , ${P}_{{\rm{i}}}={9.1}_{-4.4}^{+9.3}\,\mathrm{ms}$ , and ${B}_{{\rm{p}}}={11}_{-7}^{+18}\times {10}^{14}\,{\rm{G}}$ . The wide distribution of the value of B <SUB>p</SUB> spreads the parameter ranges of the magnetars from superluminous supernovae (SLSNe) to broad-line Type Ic supernovae (SNe Ic-BL; some are observed to be associated with long-duration gamma-ray bursts), which are also suggested to be driven by magnetars. Combining FBOTs with the other transients, we find a strong universal anticorrelation of ${P}_{{\rm{i}}}\propto {M}_{\mathrm{ej}}^{-0.41}$ , indicating they could share a common origin. To be specific, it is suspected that all of these transients originate from the collapse of extremely stripped stars in close binary systems, but with different progenitor masses. As a result, FBOTs distinguish themselves by their small ejecta masses with an upper limit of ~1 M <SUB>⊙</SUB>, which leads to an observational separation in the rise time of the lightcurves of ~10 days. In addition, FBOTs together with SLSNe can be separated from SNe Ic-BL by an empirical line in the M <SUB>peak</SUB>-t <SUB>rise</SUB> plane corresponding to an energy requirement of the mass of <SUP>56</SUP>Ni of ~0.3M <SUB>ej</SUB>, where M <SUB>peak</SUB> is the peak absolute magnitude of the transients and t <SUB>rise</SUB> is the rise time.",https://ui.adsabs.harvard.edu/abs/2022ApJ...935L..34L,[]
Discovery of the First Known Asteroid Confined within the Orbit of Venus,"We report on the discovery by the Zwicky Transient Facility of an asteroid orbiting entirely within the orbit of Venus, the first known example of this orbital class. The asteroid's perihelion is closer to the Sun than the aphelion of Mercury, and its diameter is estimated at about 1.8 km assuming an albedo of 0.2. The object was first observed on 2020 January 4 in four exposures obtained 7 minutes apart during an evening twilight survey. Its IAU-recognized designation is 594913 'Ayló'chaxnim.",https://ui.adsabs.harvard.edu/abs/2022ApJ...935L...6I,[]
Luminous Optical and X-Ray Flaring of the Putative Redback Millisecond Pulsar 1FGL J0523.5-2529,"Several redback and black widow millisecond pulsar binaries have episodes of flaring in X-rays and optical. We initially detected such behavior from the Fermi selected redback candidate 1FGL J0523.5-2529 during optical time-series monitoring. Triggered observations with the Neil Gehrels Swift Observatory over the next ≈100 days showed episodic flaring in X-rays with luminosity up to 8 × 10<SUP>33</SUP> erg s<SUP>-1</SUP> (~100 times the minimum), and a comparable luminosity in the optical/UV, with similar power-law spectra of f <SUB> ν </SUB> ∝ ν <SUP>-0.7</SUP>. These are the most luminous flares seen in any nonaccreting ""spider"" pulsar system, which may be related to the large size of the companion through the fraction of the pulsar wind that it or its ablated wind intercepts. Simultaneously with an optical flare, we see Balmer line and He I emission, not previously known in this object, which is evidence of a stellar wind that may also inhibit detection of radio pulsations. The quiescent optical light curves, while dominated by ellipsoidal modulation, show evidence of variable nonuniform temperature that could be due either to large starspots or asymmetric heating of the companion by the pulsar. This may explain a previous measurement of unusual nonzero orbital eccentricity as, alternatively, distortion of the radial-velocity curve by the surface temperature distribution of the large companion.",https://ui.adsabs.harvard.edu/abs/2022ApJ...935..151H,[]
Observing Scenarios for the Next Decade of Early Warning Detection of Binary Neutron Stars,"We describe representative observing scenarios for early warning detection of binary neutron star mergers with the current generation of ground-based gravitational wave detectors as they approach design sensitivity. We incorporate recent estimates of the infrastructure latency and detector sensitivities to provide up-to-date predictions. We use Fisher analysis to approximate the associated localizations, and we directly compare to Bayestar to quantify biases inherited from this approach. In particular, we show that Advanced LIGO and Advanced Virgo will detect and distribute ≲1 signal with signal-to-noise ratio greater than 15 before a merger in their fourth observing run provided they maintain a 70% duty cycle. This is consistent with previous early warning detection estimates. We estimate that 60% of all observations and 8% of those detectable 20 s before a merger will be localized to ≲100 deg<SUP>2</SUP>. If KAGRA is able to achieve a 25 Mpc horizon, 70% of these binary neutron stars will be localized to ≲100 deg<SUP>2</SUP> by a merger. As the Aundha-Hanford-KAGRA-Livingston-Virgo network approaches design sensitivity over the next ~10 yr, we expect one (six) early warning alerts to be distributed 60 (0) s before a merger. Although adding detectors to the Hanford-Livingston-Virgo network at design sensitivity impacts the detection rate at ≲50% level, it significantly improves localization prospects. Given uncertainties in sensitivities, participating detectors, and duty cycles, we consider 103 future detector configurations so electromagnetic observers can tailor preparations toward their preferred models.",https://ui.adsabs.harvard.edu/abs/2022ApJ...935..139M,[]
Foraging with MUSHROOMS: A Mixed-integer Linear Programming Scheduler for Multimessenger Target of Opportunity Searches with the Zwicky Transient Facility,"Electromagnetic follow-up of gravitational-wave detections is very resource intensive, taking up hours of limited observation time on dozens of telescopes. Creating more efficient schedules for follow-up will lead to a commensurate increase in counterpart location efficiency without using more telescope time. Widely used in operations research and telescope scheduling, mixed-integer linear programming is a strong candidate to produce these higher-efficiency schedules, as it can make use of powerful commercial solvers that find globally optimal solutions to provided problems. We detail a new target-of-opportunity scheduling algorithm designed with Zwicky Transient Facility in mind that uses mixed-integer linear programming. We compare its performance to gwemopt, the tuned heuristic scheduler used by the Zwicky Transient Facility and other facilities during the third LIGO-Virgo gravitational-wave observing run. This new algorithm uses variable-length observing blocks to enforce cadence requirements and to ensure field observability, along with having a secondary optimization step to minimize slew time. We show that by employing a hybrid method utilizing both this scheduler and gwemopt, the previous scheduler used, in concert, we can achieve an average improvement in detection efficiency of 3%-11% over gwemopt alone for a simulated binary neutron star merger data set consistent with LIGO-Virgo's third observing run, highlighting the potential of mixed-integer target of opportunity schedulers for future multimessenger follow-up surveys.",https://ui.adsabs.harvard.edu/abs/2022ApJ...935...87P,[]
Evolution of X-Ray Activity in <25 Myr Old Pre-main Sequence Stars,"Measuring the evolution of X-ray emission from pre-main-sequence (PMS) stars gives insight into two issues: the response of magnetic dynamo processes to changes in the interior structure, and the effects of high-energy radiation on protoplanetary disks and primordial planetary atmospheres. We present a sample of 6003 stars with ages 7-25 Myr in 10 nearby open clusters from Chandra X-ray and Gaia-EDR3 surveys. Combined with previous results in large samples of younger (≲5 Myr) stars in MYStIX and SFiNCs star-forming regions, mass-stratified activity-age relations are derived for the early phases of stellar evolution. X-ray luminosity (L <SUB> X </SUB>) is constant during the first few Myr, possibly due to the presence of extended X-ray coronas insensitive to temporal changes in stellar size. L <SUB> X </SUB> then decays during the 7-25 Myr period, more rapidly as stellar mass increases. This decay is interpreted as decreasing efficiency of the α <SUP>2</SUP> dynamo as radiative cores grow and a solar-type αΩ dynamo emerges. For more massive 3.5-7 M <SUB>⊙</SUB> fully radiative stars, the X-ray emission plummets-indicating the lack of an effective magnetic dynamo. The findings provide improved measurements of high-energy radiation effects on circumstellar material, first for the protoplanetary disk and then for the atmospheres of young planets. The observed X-ray luminosities can be so high that an inner Earth-mass rocky, unmagnetized planet around a solar-mass PMS star might lose its primary and secondary atmospheres within a few (several) million years. PMS X-ray emission may thus have a significant impact on the evolution of early-planetary atmospheres and the conditions promoting the rise of habitability.",https://ui.adsabs.harvard.edu/abs/2022ApJ...935...43G,[]
SRGA J181414.6-225604: A New Galactic Symbiotic X-Ray Binary Outburst Triggered by an Intense Mass-loss Episode of a Heavily Obscured Mira Variable,"We present the discovery and multiwavelength characterization of SRGA J181414.6-225604, a Galactic hard X-ray transient discovered during the ongoing SRG/ART-XC sky survey. Using data from the Palomar Gattini-IR survey, we identify a spatially and temporally coincident variable infrared (IR) source, IRAS 18111-2257, and classify it as a very-late-type (M7-M8), long-period (1502 ± 24 days), and luminous (M <SUB> K </SUB> ≈ -9.9 ± 0.2) O-rich Mira donor star located at a distance of ≈14.6<SUP>+2.9</SUP> <SUB>-2.3</SUB> kpc. Combining multicolor photometric data over the last ≈25 yr, we show that the IR counterpart underwent a recent (starting ≈800 days before the X-ray flare) enhanced mass-loss (reaching ≈2.1 × 10<SUP>-5</SUP> M <SUB>⊙</SUB> yr<SUP>-1</SUP>) episode, resulting in an expanding dust shell obscuring the underlying star. Multi-epoch follow-up observations from Swift, NICER, and NuSTAR reveal a ≈200 day long X-ray outburst reaching a peak luminosity of L <SUB>X</SUB> ≈ 2.5 × 10<SUP>36</SUP> erg s<SUP>-1</SUP>, characterized by a heavily absorbed (N <SUB>H</SUB> ≈ 6 × 10<SUP>22</SUP> cm<SUP>-2</SUP>) X-ray spectrum consistent with an optically thick Comptonized plasma. The X-ray spectral and timing behavior suggest the presence of clumpy wind accretion, together with a dense ionized nebula overabundant in silicate material surrounding the compact object. Together, we show that SRGA J181414.6-225604 is a new symbiotic X-ray binary in outburst, triggered by an intense dust-formation episode of a highly evolved donor. Our results offer the first direct confirmation for the speculated connection between enhanced late-stage donor mass loss and the active lifetimes of symbiotic X-ray binaries.",https://ui.adsabs.harvard.edu/abs/2022ApJ...935...36D,[]
Weak Mass Loss from the Red Supergiant Progenitor of the Type II SN 2021yja,"We present high-cadence optical, ultraviolet (UV), and near-infrared data of the nearby (D ≈ 23 Mpc) Type II supernova (SN) 2021yja. Many Type II SNe show signs of interaction with circumstellar material (CSM) during the first few days after explosion, implying that their red supergiant (RSG) progenitors experience episodic or eruptive mass loss. However, because it is difficult to discover SNe early, the diversity of CSM configurations in RSGs has not been fully mapped. SN 2021yja, first detected within ≈ 5.4 hours of explosion, shows some signatures of CSM interaction (high UV luminosity and radio and x-ray emission) but without the narrow emission lines or early light-curve peak that can accompany CSM. Here we analyze the densely sampled early light curve and spectral series of this nearby SN to infer the properties of its progenitor and CSM. We find that the most likely progenitor was an RSG with an extended envelope, encompassed by low-density CSM. We also present archival Hubble Space Telescope imaging of the host galaxy of SN 2021yja, which allows us to place a stringent upper limit of ≲ 9 M <SUB>☉</SUB> on the progenitor mass. However, this is in tension with some aspects of the SN evolution, which point to a more massive progenitor. Our analysis highlights the need to consider progenitor structure when making inferences about CSM properties, and that a comprehensive view of CSM tracers should be made to give a fuller view of the last years of RSG evolution.",https://ui.adsabs.harvard.edu/abs/2022ApJ...935...31H,[]
Improving Astronomical Time-series Classification via Data Augmentation with Generative Adversarial Networks,"Due to the latest advances in technology, telescopes with significant sky coverage will produce millions of astronomical alerts per night that must be classified both rapidly and automatically. Currently, classification consists of supervised machine-learning algorithms whose performance is limited by the number of existing annotations of astronomical objects and their highly imbalanced class distributions. In this work, we propose a data augmentation methodology based on generative adversarial networks (GANs) to generate a variety of synthetic light curves from variable stars. Our novel contributions, consisting of a resampling technique and an evaluation metric, can assess the quality of generative models in unbalanced data sets and identify GAN-overfitting cases that the Fréchet inception distance does not reveal. We applied our proposed model to two data sets taken from the Catalina and Zwicky Transient Facility surveys. The classification accuracy of variable stars is improved significantly when training with synthetic data and testing with real data with respect to the case of using only real data.",https://ui.adsabs.harvard.edu/abs/2022ApJ...935...23G,[]
COol Companions ON Ultrawide orbiTS (COCONUTS). III. A Very Red L6 Benchmark Brown Dwarf around a Young M5 Dwarf,"We present the third discovery from the COol Companions ON Ultrawide orbiTS (COCONUTS) program, the COCONUTS-3 system, composed of the young M5 primary star UCAC4 374-046899 and the very red L6 dwarf WISEA J081322.19-152203.2. These two objects have a projected separation of $61^{\prime\prime} $ (1891 au) and are physically associated given their common proper motions and estimated distances. The primary star, COCONUTS-3A, has a mass of 0.123 ± 0.006 M <SUB>⊙</SUB>, and we estimate its age as 100 Myr to 1 Gyr based on its stellar activity (via Hα and X-ray emission), kinematics, and spectrophotometric properties. We derive its bulk metallicity as 0.21 ± 0.07 dex using empirical calibrations established by older and higher-gravity M dwarfs and find that this [Fe/H] could be slightly underestimated according to PHOENIX models given COCONUTS-3A's younger age. The companion, COCONUTS-3B, has a near-infrared spectral type of L6 ± 1 INT-G, and we infer physical properties of T <SUB>eff</SUB> = ${1362}_{-73}^{+48}$ K, $\mathrm{log}(g)$ = ${4.96}_{-0.34}^{+0.15}$ dex, $R\,=\,{1.03}_{-0.06}^{+0.12}$ R <SUB>Jup</SUB>, and $M\,=\,{39}_{-18}^{+11}$ M <SUB>Jup</SUB> using its bolometric luminosity, its host star's age, and hot-start evolution models. We construct cloudy atmospheric model spectra at the evolution-based physical parameters and compare them to COCONUTS-3B's spectrophotometry. We find that this companion possesses ample condensate clouds in its photosphere (f <SUB>sed</SUB> = 1) with the data-model discrepancies likely due to the models using an older version of the opacity database. Compared to field-age L6 dwarfs, COCONUTS-3B has fainter absolute magnitudes and a 120 K cooler T <SUB>eff</SUB>. Also, the J - K color of this companion is among the reddest for ultracool benchmarks with ages older than a few hundred megayears. COCONUTS-3 likely formed in the same fashion as stellar binaries given the companion-to-host mass ratio of 0.3 and represents a valuable benchmark to quantify the systematics of substellar model atmospheres.",https://ui.adsabs.harvard.edu/abs/2022ApJ...935...15Z,[]
A Uniform Type Ia Supernova Distance Ladder with the Zwicky Transient Facility: Absolute Calibration Based on the Tip of the Red Giant Branch Method,"The current Cepheid-calibrated distance ladder measurement of H <SUB>0</SUB> is reported to be in tension with the values inferred from the cosmic microwave background (CMB), assuming standard cosmology. However, some tip of the red giant branch (TRGB) estimates report H <SUB>0</SUB> in better agreement with the CMB. Hence, it is critical to reduce systematic uncertainties in local measurements to understand the Hubble tension. In this paper, we propose a uniform distance ladder between the second and third rungs, combining Type Ia supernovae (SNe Ia) observed by the Zwicky Transient Facility (ZTF) with a TRGB calibration of their absolute luminosity. A large, volume-limited sample of both calibrator and Hubble flow SNe Ia from the same survey minimizes two of the largest sources of systematics: host-galaxy bias and nonuniform photometric calibration. We present results from a pilot study using the existing TRGB distance to the host galaxy of ZTF SN Ia SN 2021rhu (aka ZTF21abiuvdk) in NGC7814. Combining the ZTF calibrator with a volume-limited sample from the first data release of ZTF Hubble flow SNe Ia, we infer H <SUB>0</SUB> = 76.94 ± 6.4 km s<SUP>-1</SUP> Mpc<SUP>-1</SUP>, an 8.3% measurement. The error budget is dominated by the single object calibrating the SN Ia luminosity in this pilot study. However, the ZTF sample includes already five other SNe Ia within ~20 Mpc for which TRGB distances can be obtained with the Hubble Space Telescope. Finally, we present the prospects of building this distance ladder out to 80 Mpc with James Webb Space Telescope observations of more than 100 ZTF SNe Ia.",https://ui.adsabs.harvard.edu/abs/2022ApJ...934..185D,[]
1RXH J082623.6-505741: A New Long-period Cataclysmic Variable with an Evolved Donor and a Low Mass-transfer Rate,"We report the discovery of 1RXH J082623.6-505741, a 10.4 hr orbital period compact binary. Modeling extensive optical photometry and spectroscopy reveals a ~0.4 M <SUB>⊙</SUB> K-type secondary transferring mass through a low-state accretion disk to a nonmagnetic ~0.8 M <SUB>⊙</SUB> white dwarf. The secondary is overluminous for its mass and dominates the optical spectra at all epochs and must be evolved to fill its Roche Lobe at this orbital period. The X-ray luminosity L <SUB> X </SUB> ~ 1-2 × 10<SUP>32</SUP> erg s<SUP>-1</SUP> derived from both new XMM-Newton and archival observations, although high compared to most CVs, still only requires a modest accretion rate onto the white dwarf of $\dot{M}$ ~ 3 × 10<SUP>-11</SUP> to 3 × 10<SUP>-10</SUP> M <SUB>⊙</SUB> yr<SUP>-1</SUP>, lower than expected for a cataclysmic variable with an evolved secondary. No dwarf nova outbursts have yet been observed from the system, consistent with the low derived mass-transfer rate. Several other cataclysmic variables with similar orbital periods also show unexpectedly low mass-transfer rates, even though selection effects disfavor the discovery of binaries with these properties. This suggests the abundance and evolutionary state of long-period, low mass-transfer rate cataclysmic variables are worthy of additional attention.",https://ui.adsabs.harvard.edu/abs/2022ApJ...934..142S,[]
The X-Ray and Radio Loud Fast Blue Optical Transient AT2020mrf: Implications for an Emerging Class of Engine-driven Massive Star Explosions,"We present AT2020mrf (SRGe J154754.2+443907), an extra-galactic (z = 0.1353) fast blue optical transient (FBOT) with a rise time of t <SUB> g,rise</SUB> = 3.7 days and a peak luminosity of M <SUB> g,peak</SUB> = -20.0. Its optical spectrum around peak shows a broad (v ~ 0.1c) emission feature on a blue continuum (T ~ 2 × 10<SUP>4</SUP> K), which bears a striking resemblance to AT2018cow. Its bright radio emission (ν L <SUB> ν </SUB> = 1.2 × 10<SUP>39</SUP> erg s<SUP>-1</SUP>; ν <SUB>rest</SUB> = 7.4 GHz; 261 days) is similar to four other AT2018cow-like events, and can be explained by synchrotron radiation from the interaction between a sub-relativistic (≳0.07-0.08c) forward shock and a dense environment ( $\dot{M}\lesssim {10}^{-3}\,{M}_{\odot }\,{\mathrm{yr}}^{-1}$ for v <SUB>w</SUB> = 10<SUP>3</SUP> km s<SUP>-1</SUP>). AT2020mrf occurs in a galaxy with M <SUB>*</SUB> ~ 10<SUP>8</SUP> M <SUB>⊙</SUB> and specific star formation rate ~10<SUP>-10</SUP> yr<SUP>-1</SUP>, supporting the idea that AT2018cow-like events are preferentially hosted by dwarf galaxies. The X-ray luminosity of AT2020mrf is the highest among FBOTs. At 35-37 days, SRG/eROSITA detected luminous (L <SUB>X</SUB> ~ 2 × 10<SUP>43</SUP> erg s<SUP>-1</SUP>; 0.3-10 keV) X-ray emission. The X-ray spectral shape (f <SUB> ν </SUB> ∝ ν <SUP>-0.8</SUP>) and erratic intraday variability are reminiscent of AT2018cow, but the luminosity is a factor of ~20 greater than AT2018cow. At 328 days, Chandra detected it at L <SUB>X</SUB> ~ 10<SUP>42</SUP> erg s<SUP>-1</SUP>, which is >200 times more luminous than AT2018cow and CSS161010. At the same time, the X-ray emission remains variable on the timescale of ~1 day. We show that a central engine, probably a millisecond magnetar or an accreting black hole, is required to power the explosion. We predict the rates at which events like AT2018cow and AT2020mrf will be detected by SRG and Einstein Probe.",https://ui.adsabs.harvard.edu/abs/2022ApJ...934..104Y,[]
The Nature of Luminous Quasars with Very Large C IV Equivalent Widths,"We report results for a complete sample of 10 luminous radio-quiet quasars with large C IV equivalent widths (EW ≥ 150 Å). For 8/10 we performed Chandra snapshot observations. We find that, in addition to the enhanced C IV line EW, their He II and Mg II lines are enhanced, but the C III] line is not. Their X-ray emission is substantially stronger than expected from their ultraviolet luminosity. Additionally, these large C IV EW quasars show small C IV blueshifts and possibly low Eddington ratios, suggesting that they are ""extreme low Eigenvector 1 (EV1)"" quasars. The mean excess He II EW is well matched by radiation pressure compression (RPC) photoionization models, with the harder α <SUB>ox</SUB> ionizing spectrum. However, these results do not reproduce well the enhancement pattern of the C IV, Mg II, and C III] EWs, or the observed high C IV/Mg II ratio. RPC calculations indicate that the C IV/Mg II line ratio is an effective metallicity indicator, and models with subsolar-metallicity gas and a hard ionizing continuum reproduce well the enhancement pattern of all four ultraviolet lines. We find that the C IV/Mg II line ratio in quasars is generally correlated with the excess X-ray emission. Extremely high EV1 quasars are characterized by high metallicity and suppressed X-ray emission. The underlying mechanism relating gas metallicity and X-ray emission is not clear but may be related to radiation-pressure-driven disk winds, which are enhanced at high metallicity, and consequent mass loading reducing coronal X-ray emission.",https://ui.adsabs.harvard.edu/abs/2022ApJ...934...97F,[]
Traversable wormholes with charge and non-commutative geometry in the f(Q) gravity,"We consider modified symmetric teleparallel gravity (STG), in which gravitational Lagrangian is given by the arbitrary function of non-metricity scalar Q to study static and spherically symmetric charged traversable wormhole solutions with non-commutative background geometry. The matter source at the wormhole throat is acknowledged to be anisotropic, and the redshift function has a constant value (thus, our wormhole solution is non-tidal). We study the obtained field equations with the two functional forms of f(Q) STG models, such as linear f(Q) = αQ + β and non-linear f(Q) = Q + mQ<SUP>n</SUP> models under Gaussian and Lorentzian distributions. Our analysis found the exact wormhole solutions for the linear STG model only. Also, for the non-linear model, we derived numerically suitable forms of wormhole shape functions directly from the modified Einstein Field Equations (EFEs). Besides, we probed these models via Null, Dominant, and Strong energy conditions with respect to free Modified gravity (MOG) parameters α, β, m, and n. We also used Tolman-Oppenheimer-Vokloff (TOV) equation to investigate the stability of wormhole anisotropic matter in considered MOG. Finally, we plot the equation of state.",https://ui.adsabs.harvard.edu/abs/2022AnPhy.44368968S,[]
Asteroseismology Across the Hertzsprung-Russell Diagram,"Asteroseismology has grown from its beginnings three decades ago to a mature field teeming with discoveries and applications. This phenomenal growth has been enabled by space photometry with precision 10-100 times better than ground-based observations, with nearly continuous light curves for durations of weeks to years, and by large-scale ground-based surveys spanning years designed to detect all time-variable phenomena. The new high-precision data are full of surprises, deepening our understanding of the physics of stars. This review explores asteroseismic developments from the past decade primarily as a result of light curves from the Kepler and Transiting Exoplanet Survey Satellite space missions for massive upper main sequence OBAF stars, pre-main-sequence stars, peculiar stars, classical pulsators, white dwarfs and subdwarfs, and tidally interacting close binaries. The space missions have increased the numbers of pulsators in many classes by an order of magnitude. Asteroseismology measures fundamental stellar parameters and stellar interior physics-mass, radius, age, metallicity, luminosity, distance, magnetic fields, interior rotation, angular momentum transfer, convective overshoot, core-burning stage-supporting disparate fields such as galactic archeology, exoplanet host stars, supernovae progenitors, gamma-ray and gravitational wave precursors, close binary star origins and evolution, and standard candles. Stars are the luminous tracers of the Universe. Asteroseismology significantly improves models of stellar structure and evolution on which all inference from stars depends.",https://ui.adsabs.harvard.edu/abs/2022ARA&A..60...31K,[]
